Time_s,Position_m,Velocity_ms,Control_Force_N
5.474000,0.993128,0.022622,10.092576
5.475000,0.993150,0.022720,10.092408
5.476000,0.993173,0.022819,10.092237
5.477000,0.993196,0.022916,10.092064
5.478000,0.993219,0.023013,10.091889
5.479000,0.993242,0.023109,10.091712
5.480000,0.993265,0.023204,10.091533
5.481000,0.993289,0.023299,10.091352
5.482000,0.993312,0.023393,10.091169
5.483000,0.993335,0.023487,10.090984
5.484000,0.993359,0.023579,10.090797
5.485000,0.993382,0.023671,10.090608
5.486000,0.993406,0.023763,10.090418
5.487000,0.993430,0.023854,10.090225
5.488000,0.993454,0.023944,10.090030
5.489000,0.993478,0.024033,10.089833
5.490000,0.993502,0.024122,10.089635
5.491000,0.993526,0.024209,10.089434
5.492000,0.993550,0.024297,10.089232
5.493000,0.993575,0.024383,10.089027
5.494000,0.993599,0.024469,10.088821
5.495000,0.993624,0.024555,10.088613
5.496000,0.993648,0.024639,10.088403
5.497000,0.993673,0.024723,10.088191
5.498000,0.993698,0.024806,10.087977
5.499000,0.993723,0.024889,10.087761
5.500000,0.993748,0.024970,10.087544
5.501000,0.993773,0.025051,10.087324
5.502000,0.993798,0.025132,10.087103
5.503000,0.993823,0.025212,10.086880
5.504000,0.993848,0.025291,10.086655
5.505000,0.993873,0.025369,10.086428
5.506000,0.993899,0.025446,10.086200
5.507000,0.993924,0.025523,10.085969
5.508000,0.993950,0.025600,10.085737
5.509000,0.993976,0.025675,10.085504
5.510000,0.994001,0.025750,10.085268
5.511000,0.994027,0.025824,10.085031
5.512000,0.994053,0.025898,10.084791
5.513000,0.994079,0.025970,10.084551
5.514000,0.994105,0.026042,10.084308
5.515000,0.994131,0.026114,10.084064
5.516000,0.994157,0.026184,10.083817
5.517000,0.994183,0.026254,10.083570
5.518000,0.994210,0.026323,10.083320
5.519000,0.994236,0.026392,10.083069
5.520000,0.994262,0.026460,10.082816
5.521000,0.994289,0.026527,10.082562
5.522000,0.994315,0.026593,10.082306
5.523000,0.994342,0.026659,10.082048
5.524000,0.994369,0.026724,10.081788
5.525000,0.994396,0.026788,10.081527
5.526000,0.994422,0.026852,10.081264
5.527000,0.994449,0.026915,10.081000
5.528000,0.994476,0.026977,10.080734
5.529000,0.994503,0.027038,10.080467
5.530000,0.994530,0.027099,10.080197
5.531000,0.994557,0.027159,10.079927
5.532000,0.994585,0.027218,10.079654
5.533000,0.994612,0.027277,10.079380
5.534000,0.994639,0.027335,10.079105
5.535000,0.994667,0.027392,10.078828
5.536000,0.994694,0.027449,10.078550
5.537000,0.994721,0.027505,10.078269
5.538000,0.994749,0.027560,10.077988
5.539000,0.994777,0.027614,10.077705
5.540000,0.994804,0.027668,10.077420
5.541000,0.994832,0.027721,10.077134
5.542000,0.994860,0.027773,10.076847
5.543000,0.994887,0.027825,10.076558
5.544000,0.994915,0.027875,10.076267
5.545000,0.994943,0.027926,10.075975
5.546000,0.994971,0.027975,10.075682
5.547000,0.994999,0.028024,10.075387
5.548000,0.995027,0.028072,10.075091
5.549000,0.995055,0.028119,10.074793
5.550000,0.995083,0.028166,10.074494
5.551000,0.995112,0.028212,10.074194
5.552000,0.995140,0.028257,10.073892
5.553000,0.995168,0.028301,10.073588
5.554000,0.995196,0.028345,10.073284
5.555000,0.995225,0.028388,10.072978
5.556000,0.995253,0.028430,10.072671
5.557000,0.995282,0.028472,10.072362
5.558000,0.995310,0.028513,10.072052
5.559000,0.995339,0.028553,10.071741
5.560000,0.995367,0.028593,10.071428
5.561000,0.995396,0.028631,10.071114
5.562000,0.995425,0.028670,10.070799
5.563000,0.995453,0.028707,10.070483
5.564000,0.995482,0.028744,10.070165
5.565000,0.995511,0.028780,10.069846
5.566000,0.995540,0.028815,10.069525
5.567000,0.995568,0.028850,10.069204
5.568000,0.995597,0.028883,10.068881
5.569000,0.995626,0.028917,10.068557
5.570000,0.995655,0.028949,10.068232
5.571000,0.995684,0.028981,10.067906
5.572000,0.995713,0.029012,10.067578
5.573000,0.995742,0.029042,10.067249
5.574000,0.995771,0.029072,10.066919
5.575000,0.995800,0.029101,10.066588
5.576000,0.995829,0.029129,10.066256
5.577000,0.995859,0.029157,10.065923
5.578000,0.995888,0.029183,10.065588
5.579000,0.995917,0.029210,10.065252
5.580000,0.995946,0.029235,10.064916
5.581000,0.995975,0.029260,10.064578
5.582000,0.996005,0.029284,10.064239
5.583000,0.996034,0.029307,10.063899
5.584000,0.996063,0.029330,10.063557
5.585000,0.996093,0.029352,10.063215
5.586000,0.996122,0.029373,10.062872
5.587000,0.996151,0.029394,10.062528
5.588000,0.996181,0.029413,10.062182
5.589000,0.996210,0.029433,10.061836
5.590000,0.996240,0.029451,10.061488
5.591000,0.996269,0.029469,10.061140
5.592000,0.996299,0.029486,10.060791
5.593000,0.996328,0.029502,10.060440
5.594000,0.996358,0.029518,10.060089
5.595000,0.996387,0.029533,10.059736
5.596000,0.996417,0.029548,10.059383
5.597000,0.996446,0.029561,10.059029
5.598000,0.996476,0.029574,10.058674
5.599000,0.996505,0.029586,10.058318
5.600000,0.996535,0.029598,10.057961
5.601000,0.996565,0.029609,10.057603
5.602000,0.996594,0.029619,10.057244
5.603000,0.996624,0.029629,10.056884
5.604000,0.996654,0.029638,10.056523
5.605000,0.996683,0.029646,10.056162
5.606000,0.996713,0.029653,10.055800
5.607000,0.996742,0.029660,10.055436
5.608000,0.996772,0.029666,10.055072
5.609000,0.996802,0.029672,10.054708
5.610000,0.996831,0.029677,10.054342
5.611000,0.996861,0.029681,10.053975
5.612000,0.996891,0.029684,10.053608
5.613000,0.996921,0.029687,10.053240
5.614000,0.996950,0.029689,10.052871
5.615000,0.996980,0.029690,10.052502
5.616000,0.997010,0.029691,10.052131
5.617000,0.997039,0.029691,10.051760
5.618000,0.997069,0.029691,10.051388
5.619000,0.997099,0.029689,10.051016
5.620000,0.997128,0.029688,10.050642
5.621000,0.997158,0.029685,10.050268
5.622000,0.997188,0.029682,10.049894
5.623000,0.997217,0.029678,10.049518
5.624000,0.997247,0.029673,10.049142
5.625000,0.997277,0.029668,10.048766
5.626000,0.997306,0.029662,10.048388
5.627000,0.997336,0.029656,10.048010
5.628000,0.997366,0.029648,10.047631
5.629000,0.997395,0.029641,10.047252
5.630000,0.997425,0.029632,10.046872
5.631000,0.997455,0.029623,10.046492
5.632000,0.997484,0.029613,10.046111
5.633000,0.997514,0.029603,10.045729
5.634000,0.997544,0.029592,10.045347
5.635000,0.997573,0.029580,10.044964
5.636000,0.997603,0.029567,10.044580
5.637000,0.997632,0.029554,10.044196
5.638000,0.997662,0.029541,10.043812
5.639000,0.997691,0.029526,10.043427
5.640000,0.997721,0.029511,10.043041
5.641000,0.997750,0.029496,10.042655
5.642000,0.997780,0.029480,10.042269
5.643000,0.997809,0.029463,10.041882
5.644000,0.997839,0.029445,10.041494
5.645000,0.997868,0.029427,10.041106
5.646000,0.997898,0.029408,10.040718
5.647000,0.997927,0.029389,10.040329
5.648000,0.997956,0.029369,10.039939
5.649000,0.997986,0.029348,10.039550
5.650000,0.998015,0.029327,10.039160
5.651000,0.998045,0.029305,10.038769
5.652000,0.998074,0.029282,10.038378
5.653000,0.998103,0.029259,10.037987
5.654000,0.998132,0.029235,10.037595
5.655000,0.998162,0.029211,10.037203
5.656000,0.998191,0.029186,10.036810
5.657000,0.998220,0.029160,10.036417
5.658000,0.998249,0.029134,10.036024
5.659000,0.998278,0.029107,10.035631
5.660000,0.998307,0.029080,10.035237
5.661000,0.998336,0.029052,10.034843
5.662000,0.998365,0.029023,10.034448
5.663000,0.998394,0.028994,10.034054
5.664000,0.998423,0.028964,10.033659
5.665000,0.998452,0.028933,10.033263
5.666000,0.998481,0.028902,10.032868
5.667000,0.998510,0.028871,10.032472
5.668000,0.998539,0.028838,10.032076
5.669000,0.998568,0.028806,10.031680
5.670000,0.998597,0.028772,10.031283
5.671000,0.998625,0.028738,10.030887
5.672000,0.998654,0.028703,10.030490
5.673000,0.998683,0.028668,10.030093
5.674000,0.998711,0.028632,10.029696
5.675000,0.998740,0.028596,10.029298
5.676000,0.998769,0.028559,10.028901
5.677000,0.998797,0.028521,10.028503
5.678000,0.998826,0.028483,10.028105
5.679000,0.998854,0.028444,10.027707
5.680000,0.998883,0.028405,10.027309
5.681000,0.998911,0.028365,10.026910
5.682000,0.998939,0.028325,10.026512
5.683000,0.998968,0.028284,10.026114
5.684000,0.998996,0.028242,10.025715
5.685000,0.999024,0.028200,10.025316
5.686000,0.999052,0.028157,10.024918
5.687000,0.999080,0.028114,10.024519
5.688000,0.999109,0.028070,10.024120
5.689000,0.999137,0.028026,10.023721
5.690000,0.999165,0.027981,10.023323
5.691000,0.999193,0.027935,10.022924
5.692000,0.999221,0.027889,10.022525
5.693000,0.999248,0.027843,10.022126
5.694000,0.999276,0.027795,10.021727
5.695000,0.999304,0.027748,10.021328
5.696000,0.999332,0.027700,10.020929
5.697000,0.999359,0.027651,10.020530
5.698000,0.999387,0.027601,10.020132
5.699000,0.999415,0.027552,10.019733
5.700000,0.999442,0.027501,10.019334
5.701000,0.999470,0.027450,10.018936
5.702000,0.999497,0.027399,10.018537
5.703000,0.999524,0.027347,10.018139
5.704000,0.999552,0.027294,10.017740
5.705000,0.999579,0.027241,10.017342
5.706000,0.999606,0.027188,10.016944
5.707000,0.999633,0.027133,10.016546
5.708000,0.999660,0.027079,10.016148
5.709000,0.999688,0.027024,10.015751
5.710000,0.999715,0.026968,10.015353
5.711000,0.999741,0.026912,10.014956
5.712000,0.999768,0.026855,10.014559
5.713000,0.999795,0.026798,10.014162
5.714000,0.999822,0.026740,10.013765
5.715000,0.999849,0.026682,10.013368
5.716000,0.999875,0.026623,10.012972
5.717000,0.999902,0.026564,10.012576
5.718000,0.999928,0.026504,10.012180
5.719000,0.999955,0.026444,10.011784
5.720000,0.999981,0.026383,10.011389
5.721000,1.000008,0.026322,10.010994
5.722000,1.000034,0.026261,10.010599
5.723000,1.000060,0.026198,10.010204
5.724000,1.000086,0.026136,10.009810
5.725000,1.000113,0.026073,10.009416
5.726000,1.000139,0.026009,10.009022
5.727000,1.000165,0.025945,10.008629
5.728000,1.000190,0.025880,10.008235
5.729000,1.000216,0.025815,10.007843
5.730000,1.000242,0.025750,10.007450
5.731000,1.000268,0.025684,10.007058
5.732000,1.000293,0.025617,10.006666
5.733000,1.000319,0.025550,10.006275
5.734000,1.000345,0.025483,10.005884
5.735000,1.000370,0.025415,10.005493
5.736000,1.000395,0.025347,10.005103
5.737000,1.000421,0.025278,10.004713
5.738000,1.000446,0.025209,10.004323
5.739000,1.000471,0.025139,10.003934
5.740000,1.000496,0.025069,10.003546
5.741000,1.000521,0.024999,10.003157
5.742000,1.000546,0.024928,10.002769
5.743000,1.000571,0.024856,10.002382
5.744000,1.000596,0.024784,10.001995
5.745000,1.000621,0.024712,10.001609
5.746000,1.000645,0.024639,10.001223
5.747000,1.000670,0.024566,10.000837
5.748000,1.000695,0.024493,10.000452
5.749000,1.000719,0.024419,10.000068
5.750000,1.000743,0.024344,9.999684
5.751000,1.000768,0.024269,9.999300
5.752000,1.000792,0.024194,9.998917
5.753000,1.000816,0.024118,9.998535
5.754000,1.000840,0.024042,9.998153
5.755000,1.000864,0.023966,9.997772
5.756000,1.000888,0.023889,9.997391
5.757000,1.000912,0.023811,9.997011
5.758000,1.000936,0.023734,9.996631
5.759000,1.000959,0.023655,9.996252
5.760000,1.000983,0.023577,9.995873
5.761000,1.001007,0.023498,9.995495
5.762000,1.001030,0.023418,9.995118
5.763000,1.001053,0.023339,9.994741
5.764000,1.001077,0.023259,9.994365
5.765000,1.001100,0.023178,9.993990
5.766000,1.001123,0.023097,9.993615
5.767000,1.001146,0.023016,9.993241
5.768000,1.001169,0.022934,9.992867
5.769000,1.001192,0.022852,9.992494
5.770000,1.001215,0.022770,9.992122
5.771000,1.001238,0.022687,9.991751
5.772000,1.001260,0.022604,9.991380
5.773000,1.001283,0.022520,9.991010
5.774000,1.001305,0.022436,9.990640
5.775000,1.001328,0.022352,9.990271
5.776000,1.001350,0.022267,9.989903
5.777000,1.001372,0.022182,9.989536
5.778000,1.001394,0.022097,9.989169
5.779000,1.001416,0.022011,9.988803
5.780000,1.001438,0.021925,9.988438
5.781000,1.001460,0.021839,9.988074
5.782000,1.001482,0.021752,9.987710
5.783000,1.001504,0.021665,9.987347
5.784000,1.001525,0.021578,9.986985
5.785000,1.001547,0.021490,9.986624
5.786000,1.001568,0.021402,9.986263
5.787000,1.001590,0.021314,9.985903
5.788000,1.001611,0.021225,9.985544
5.789000,1.001632,0.021136,9.985186
5.790000,1.001653,0.021046,9.984829
5.791000,1.001674,0.020957,9.984472
5.792000,1.001695,0.020867,9.984116
5.793000,1.001716,0.020776,9.983761
5.794000,1.001737,0.020686,9.983407
5.795000,1.001757,0.020595,9.983054
5.796000,1.001778,0.020503,9.982702
5.797000,1.001798,0.020412,9.982350
5.798000,1.001819,0.020320,9.981999
5.799000,1.001839,0.020228,9.981650
5.800000,1.001859,0.020135,9.981301
5.801000,1.001879,0.020042,9.980953
5.802000,1.001899,0.019949,9.980606
5.803000,1.001919,0.019856,9.980259
5.804000,1.001939,0.019762,9.979914
5.805000,1.001959,0.019668,9.979570
5.806000,1.001978,0.019574,9.979226
5.807000,1.001998,0.019480,9.978884
5.808000,1.002017,0.019385,9.978542
5.809000,1.002037,0.019290,9.978201
5.810000,1.002056,0.019195,9.977862
5.811000,1.002075,0.019099,9.977523
5.812000,1.002094,0.019003,9.977185
5.813000,1.002113,0.018907,9.976848
5.814000,1.002132,0.018811,9.976512
5.815000,1.002151,0.018714,9.976177
5.816000,1.002169,0.018617,9.975843
5.817000,1.002188,0.018520,9.975510
5.818000,1.002206,0.018422,9.975179
5.819000,1.002225,0.018325,9.974848
5.820000,1.002243,0.018227,9.974518
5.821000,1.002261,0.018129,9.974189
5.822000,1.002279,0.018030,9.973861
5.823000,1.002297,0.017932,9.973534
5.824000,1.002315,0.017833,9.973208
5.825000,1.002333,0.017734,9.972883
5.826000,1.002351,0.017635,9.972560
5.827000,1.002368,0.017535,9.972237
5.828000,1.002386,0.017435,9.971915
5.829000,1.002403,0.017335,9.971595
5.830000,1.002420,0.017235,9.971275
5.831000,1.002438,0.017135,9.970957
5.832000,1.002455,0.017034,9.970640
5.833000,1.002472,0.016933,9.970323
5.834000,1.002489,0.016832,9.970008
5.835000,1.002505,0.016731,9.969694
5.836000,1.002522,0.016630,9.969381
5.837000,1.002539,0.016528,9.969069
5.838000,1.002555,0.016426,9.968758
5.839000,1.002572,0.016324,9.968449
5.840000,1.002588,0.016222,9.968140
5.841000,1.002604,0.016119,9.967833
5.842000,1.002620,0.016017,9.967527
5.843000,1.002636,0.015914,9.967222
5.844000,1.002652,0.015811,9.966918
5.845000,1.002668,0.015708,9.966615
5.846000,1.002683,0.015605,9.966313
5.847000,1.002699,0.015501,9.966013
5.848000,1.002714,0.015397,9.965713
5.849000,1.002730,0.015294,9.965415
5.850000,1.002745,0.015190,9.965118
5.851000,1.002760,0.015085,9.964823
5.852000,1.002775,0.014981,9.964528
5.853000,1.002790,0.014877,9.964235
5.854000,1.002805,0.014772,9.963942
5.855000,1.002820,0.014667,9.963651
5.856000,1.002834,0.014562,9.963362
5.857000,1.002849,0.014457,9.963073
5.858000,1.002863,0.014352,9.962786
5.859000,1.002877,0.014247,9.962499
5.860000,1.002892,0.014141,9.962215
5.861000,1.002906,0.014035,9.961931
5.862000,1.002920,0.013930,9.961648
5.863000,1.002934,0.013824,9.961367
5.864000,1.002947,0.013718,9.961087
5.865000,1.002961,0.013612,9.960808
5.866000,1.002975,0.013505,9.960531
5.867000,1.002988,0.013399,9.960255
5.868000,1.003001,0.013292,9.959980
5.869000,1.003015,0.013186,9.959706
5.870000,1.003028,0.013079,9.959434
5.871000,1.003041,0.012972,9.959163
5.872000,1.003054,0.012865,9.958893
5.873000,1.003066,0.012758,9.958624
5.874000,1.003079,0.012651,9.958357
5.875000,1.003092,0.012544,9.958091
5.876000,1.003104,0.012436,9.957826
5.877000,1.003117,0.012329,9.957563
5.878000,1.003129,0.012221,9.957301
5.879000,1.003141,0.012114,9.957040
5.880000,1.003153,0.012006,9.956780
5.881000,1.003165,0.011898,9.956522
5.882000,1.003177,0.011790,9.956265
5.883000,1.003189,0.011682,9.956010
5.884000,1.003200,0.011574,9.955756
5.885000,1.003212,0.011466,9.955503
5.886000,1.003223,0.011358,9.955251
5.887000,1.003235,0.011250,9.955001
5.888000,1.003246,0.011142,9.954752
5.889000,1.003257,0.011033,9.954505
5.890000,1.003268,0.010925,9.954259
5.891000,1.003279,0.010816,9.954014
5.892000,1.003289,0.010708,9.953771
5.893000,1.003300,0.010599,9.953529
5.894000,1.003311,0.010491,9.953288
5.895000,1.003321,0.010382,9.953049
5.896000,1.003331,0.010273,9.952811
5.897000,1.003342,0.010164,9.952574
5.898000,1.003352,0.010056,9.952339
5.899000,1.003362,0.009947,9.952105
5.900000,1.003372,0.009838,9.951873
5.901000,1.003381,0.009729,9.951642
5.902000,1.003391,0.009620,9.951412
5.903000,1.003401,0.009511,9.951184
5.904000,1.003410,0.009402,9.950957
5.905000,1.003419,0.009293,9.950731
5.906000,1.003429,0.009184,9.950507
5.907000,1.003438,0.009075,9.950285
5.908000,1.003447,0.008966,9.950063
5.909000,1.003456,0.008857,9.949844
5.910000,1.003465,0.008748,9.949625
5.911000,1.003473,0.008639,9.949408
5.912000,1.003482,0.008530,9.949193
5.913000,1.003490,0.008421,9.948978
5.914000,1.003499,0.008312,9.948766
5.915000,1.003507,0.008203,9.948554
5.916000,1.003515,0.008094,9.948344
5.917000,1.003523,0.007985,9.948136
5.918000,1.003531,0.007876,9.947929
5.919000,1.003539,0.007767,9.947723
5.920000,1.003547,0.007657,9.947519
5.921000,1.003554,0.007549,9.947317
5.922000,1.003562,0.007440,9.947115
5.923000,1.003569,0.007331,9.946916
5.924000,1.003576,0.007222,9.946717
5.925000,1.003584,0.007113,9.946520
5.926000,1.003591,0.007004,9.946325
5.927000,1.003598,0.006895,9.946131
5.928000,1.003604,0.006786,9.945939
5.929000,1.003611,0.006678,9.945748
5.930000,1.003618,0.006569,9.945558
5.931000,1.003624,0.006460,9.945370
5.932000,1.003631,0.006352,9.945183
5.933000,1.003637,0.006243,9.944998
5.934000,1.003643,0.006135,9.944814
5.935000,1.003649,0.006026,9.944632
5.936000,1.003655,0.005918,9.944451
5.937000,1.003661,0.005809,9.944272
5.938000,1.003667,0.005701,9.944094
5.939000,1.003673,0.005593,9.943918
5.940000,1.003678,0.005485,9.943743
5.941000,1.003683,0.005377,9.943570
5.942000,1.003689,0.005269,9.943398
5.943000,1.003694,0.005161,9.943228
5.944000,1.003699,0.005053,9.943059
5.945000,1.003704,0.004945,9.942891
5.946000,1.003709,0.004837,9.942725
5.947000,1.003714,0.004730,9.942561
5.948000,1.003718,0.004622,9.942398
5.949000,1.003723,0.004515,9.942237
5.950000,1.003728,0.004407,9.942077
5.951000,1.003732,0.004300,9.941918
5.952000,1.003736,0.004193,9.941762
5.953000,1.003740,0.004086,9.941606
5.954000,1.003744,0.003979,9.941452
5.955000,1.003748,0.003872,9.941300
5.956000,1.003752,0.003765,9.941149
5.957000,1.003756,0.003659,9.941000
5.958000,1.003759,0.003552,9.940852
5.959000,1.003763,0.003446,9.940705
5.960000,1.003766,0.003339,9.940560
5.961000,1.003770,0.003233,9.940417
5.962000,1.003773,0.003127,9.940275
5.963000,1.003776,0.003021,9.940135
5.964000,1.003779,0.002915,9.939996
5.965000,1.003782,0.002809,9.939859
5.966000,1.003784,0.002704,9.939723
5.967000,1.003787,0.002598,9.939589
5.968000,1.003790,0.002493,9.939456
5.969000,1.003792,0.002388,9.939325
5.970000,1.003794,0.002283,9.939195
5.971000,1.003797,0.002178,9.939067
5.972000,1.003799,0.002073,9.938940
5.973000,1.003801,0.001968,9.938815
5.974000,1.003803,0.001864,9.938691
5.975000,1.003804,0.001759,9.938569
5.976000,1.003806,0.001655,9.938449
5.977000,1.003808,0.001551,9.938330
5.978000,1.003809,0.001447,9.938212
5.979000,1.003811,0.001343,9.938096
5.980000,1.003812,0.001240,9.937982
5.981000,1.003813,0.001136,9.937869
5.982000,1.003814,0.001033,9.937757
5.983000,1.003815,0.000930,9.937647
5.984000,1.003816,0.000827,9.937539
5.985000,1.003817,0.000724,9.937432
5.986000,1.003818,0.000621,9.937327
5.987000,1.003818,0.000519,9.937223
5.988000,1.003819,0.000416,9.937120
5.989000,1.003819,0.000314,9.937020
5.990000,1.003819,0.000212,9.936920
5.991000,1.003819,0.000111,9.936823
5.992000,1.003819,0.000009,9.936726
5.993000,1.003819,-0.000092,9.936632
5.994000,1.003819,-0.000194,9.936538
5.995000,1.003819,-0.000295,9.936447
5.996000,1.003819,-0.000395,9.936357
5.997000,1.003818,-0.000496,9.936268
5.998000,1.003818,-0.000597,9.936181
5.999000,1.003817,-0.000697,9.936095
6.000000,1.003816,-0.000797,9.936011
6.001000,1.003815,-0.000897,9.935929
6.002000,1.003814,-0.000996,9.935848
6.003000,1.003813,-0.001096,9.935768
6.004000,1.003812,-0.001195,9.935690
6.005000,1.003811,-0.001294,9.935614
6.006000,1.003810,-0.001393,9.935539
6.007000,1.003808,-0.001492,9.935465
6.008000,1.003807,-0.001590,9.935394
6.009000,1.003805,-0.001688,9.935323
6.010000,1.003803,-0.001786,9.935254
6.011000,1.003801,-0.001884,9.935187
6.012000,1.003800,-0.001981,9.935121
6.013000,1.003798,-0.002079,9.935057
6.014000,1.003795,-0.002176,9.934994
6.015000,1.003793,-0.002273,9.934932
6.016000,1.003791,-0.002369,9.934873
6.017000,1.003788,-0.002466,9.934814
6.018000,1.003786,-0.002562,9.934757
6.019000,1.003783,-0.002658,9.934702
6.020000,1.003781,-0.002754,9.934648
6.021000,1.003778,-0.002849,9.934596
6.022000,1.003775,-0.002944,9.934545
6.023000,1.003772,-0.003039,9.934496
6.024000,1.003769,-0.003134,9.934448
6.025000,1.003766,-0.003229,9.934402
6.026000,1.003762,-0.003323,9.934357
6.027000,1.003759,-0.003417,9.934314
6.028000,1.003756,-0.003511,9.934272
6.029000,1.003752,-0.003604,9.934232
6.030000,1.003748,-0.003697,9.934193
6.031000,1.003745,-0.003790,9.934155
6.032000,1.003741,-0.003883,9.934120
6.033000,1.003737,-0.003976,9.934085
6.034000,1.003733,-0.004068,9.934052
6.035000,1.003729,-0.004160,9.934021
6.036000,1.003724,-0.004251,9.933991
6.037000,1.003720,-0.004343,9.933962
6.038000,1.003716,-0.004434,9.933936
6.039000,1.003711,-0.004525,9.933910
6.040000,1.003707,-0.004616,9.933886
6.041000,1.003702,-0.004706,9.933863
6.042000,1.003697,-0.004796,9.933842
6.043000,1.003692,-0.004886,9.933823
6.044000,1.003688,-0.004975,9.933805
6.045000,1.003683,-0.005065,9.933788
6.046000,1.003677,-0.005154,9.933773
6.047000,1.003672,-0.005242,9.933759
6.048000,1.003667,-0.005331,9.933747
6.049000,1.003662,-0.005419,9.933736
6.050000,1.003656,-0.005507,9.933727
6.051000,1.003651,-0.005594,9.933719
6.052000,1.003645,-0.005681,9.933712
6.053000,1.003639,-0.005768,9.933707
6.054000,1.003633,-0.005855,9.933704
6.055000,1.003627,-0.005942,9.933701
6.056000,1.003621,-0.006028,9.933701
6.057000,1.003615,-0.006113,9.933702
6.058000,1.003609,-0.006199,9.933704
6.059000,1.003603,-0.006284,9.933707
6.060000,1.003597,-0.006369,9.933712
6.061000,1.003590,-0.006454,9.933719
6.062000,1.003584,-0.006538,9.933727
6.063000,1.003577,-0.006622,9.933736
6.064000,1.003571,-0.006706,9.933747
6.065000,1.003564,-0.006789,9.933759
6.066000,1.003557,-0.006872,9.933773
6.067000,1.003550,-0.006955,9.933788
6.068000,1.003543,-0.007037,9.933804
6.069000,1.003536,-0.007119,9.933822
6.070000,1.003529,-0.007201,9.933841
6.071000,1.003522,-0.007283,9.933862
6.072000,1.003514,-0.007364,9.933884
6.073000,1.003507,-0.007445,9.933907
6.074000,1.003499,-0.007525,9.933932
6.075000,1.003492,-0.007605,9.933958
6.076000,1.003484,-0.007685,9.933986
6.077000,1.003476,-0.007765,9.934015
6.078000,1.003469,-0.007844,9.934046
6.079000,1.003461,-0.007923,9.934077
6.080000,1.003453,-0.008002,9.934111
6.081000,1.003445,-0.008080,9.934145
6.082000,1.003437,-0.008158,9.934181
6.083000,1.003428,-0.008235,9.934218
6.084000,1.003420,-0.008313,9.934257
6.085000,1.003412,-0.008390,9.934297
6.086000,1.003403,-0.008466,9.934338
6.087000,1.003395,-0.008542,9.934381
6.088000,1.003386,-0.008618,9.934425
6.089000,1.003378,-0.008694,9.934471
6.090000,1.003369,-0.008769,9.934517
6.091000,1.003360,-0.008844,9.934566
6.092000,1.003351,-0.008919,9.934615
6.093000,1.003342,-0.008993,9.934666
6.094000,1.003333,-0.009067,9.934718
6.095000,1.003324,-0.009140,9.934772
6.096000,1.003315,-0.009213,9.934826
6.097000,1.003306,-0.009286,9.934882
6.098000,1.003296,-0.009359,9.934940
6.099000,1.003287,-0.009431,9.934999
6.100000,1.003277,-0.009503,9.935059
6.101000,1.003268,-0.009574,9.935120
6.102000,1.003258,-0.009645,9.935183
6.103000,1.003249,-0.009716,9.935247
6.104000,1.003239,-0.009786,9.935312
6.105000,1.003229,-0.009856,9.935379
6.106000,1.003219,-0.009926,9.935447
6.107000,1.003209,-0.009995,9.935516
6.108000,1.003199,-0.010064,9.935586
6.109000,1.003189,-0.010133,9.935658
6.110000,1.003179,-0.010201,9.935731
6.111000,1.003169,-0.010269,9.935806
6.112000,1.003158,-0.010336,9.935881
6.113000,1.003148,-0.010403,9.935958
6.114000,1.003138,-0.010470,9.936036
6.115000,1.003127,-0.010536,9.936116
6.116000,1.003116,-0.010602,9.936196
6.117000,1.003106,-0.010668,9.936278
6.118000,1.003095,-0.010733,9.936361
6.119000,1.003084,-0.010798,9.936446
6.120000,1.003074,-0.010863,9.936531
6.121000,1.003063,-0.010927,9.936618
6.122000,1.003052,-0.010991,9.936706
6.123000,1.003041,-0.011054,9.936796
6.124000,1.003030,-0.011117,9.936886
6.125000,1.003018,-0.011180,9.936978
6.126000,1.003007,-0.011242,9.937071
6.127000,1.002996,-0.011304,9.937165
6.128000,1.002985,-0.011365,9.937260
6.129000,1.002973,-0.011427,9.937357
6.130000,1.002962,-0.011487,9.937455
6.131000,1.002950,-0.011548,9.937554
6.132000,1.002939,-0.011608,9.937654
6.133000,1.002927,-0.011667,9.937756
6.134000,1.002915,-0.011727,9.937858
6.135000,1.002904,-0.011786,9.937962
6.136000,1.002892,-0.011844,9.938067
6.137000,1.002880,-0.011902,9.938173
6.138000,1.002868,-0.011960,9.938280
6.139000,1.002856,-0.012017,9.938389
6.140000,1.002844,-0.012074,9.938498
6.141000,1.002832,-0.012131,9.938609
6.142000,1.002820,-0.012187,9.938721
6.143000,1.002807,-0.012243,9.938834
6.144000,1.002795,-0.012298,9.938948
6.145000,1.002783,-0.012353,9.939063
6.146000,1.002770,-0.012408,9.939180
6.147000,1.002758,-0.012462,9.939297
6.148000,1.002745,-0.012516,9.939416
6.149000,1.002733,-0.012569,9.939536
6.150000,1.002720,-0.012622,9.939657
6.151000,1.002708,-0.012675,9.939779
6.152000,1.002695,-0.012727,9.939902
6.153000,1.002682,-0.012779,9.940026
6.154000,1.002669,-0.012831,9.940151
6.155000,1.002657,-0.012882,9.940278
6.156000,1.002644,-0.012932,9.940405
6.157000,1.002631,-0.012983,9.940534
6.158000,1.002618,-0.013032,9.940663
6.159000,1.002605,-0.013082,9.940794
6.160000,1.002592,-0.013131,9.940926
6.161000,1.002578,-0.013180,9.941059
6.162000,1.002565,-0.013228,9.941193
6.163000,1.002552,-0.013276,9.941327
