Time_s,Position_m,Velocity_ms,Control_Force_N
0.000000,0.000000,0.000000,15.005000
0.001000,0.000008,0.014997,15.029886
0.002000,0.000030,0.029977,15.054525
0.003000,0.000067,0.044940,15.078939
0.004000,0.000120,0.059886,15.103128
0.005000,0.000187,0.074815,15.127091
0.006000,0.000270,0.089725,15.150828
0.007000,0.000367,0.104618,15.174340
0.008000,0.000479,0.119491,15.197626
0.009000,0.000606,0.134346,15.220685
0.010000,0.000747,0.149182,15.243519
0.011000,0.000904,0.163998,15.266126
0.012000,0.001076,0.178794,15.288508
0.013000,0.001262,0.193571,15.310663
0.014000,0.001463,0.208326,15.332591
0.015000,0.001678,0.223061,15.354293
0.016000,0.001909,0.237775,15.375769
0.017000,0.002154,0.252467,15.397018
0.018000,0.002414,0.267138,15.418041
0.019000,0.002688,0.281786,15.438837
0.020000,0.002978,0.296413,15.459406
0.021000,0.003281,0.311016,15.479749
0.022000,0.003600,0.325597,15.499865
0.023000,0.003933,0.340154,15.519754
0.024000,0.004280,0.354687,15.539417
0.025000,0.004642,0.369197,15.558852
0.026000,0.005018,0.383682,15.578061
0.027000,0.005409,0.398143,15.597044
0.028000,0.005815,0.412579,15.615800
0.029000,0.006235,0.426990,15.634329
0.030000,0.006669,0.441376,15.652631
0.031000,0.007118,0.455736,15.670707
0.032000,0.007581,0.470070,15.688556
0.033000,0.008058,0.484377,15.706178
0.034000,0.008549,0.498658,15.723574
0.035000,0.009055,0.512912,15.740743
0.036000,0.009575,0.527139,15.757686
0.037000,0.010110,0.541338,15.774403
0.038000,0.010658,0.555509,15.790893
0.039000,0.011221,0.569652,15.807157
0.040000,0.011798,0.583767,15.823195
0.041000,0.012388,0.597854,15.839007
0.042000,0.012993,0.611911,15.854592
0.043000,0.013612,0.625939,15.869952
0.044000,0.014245,0.639937,15.885086
0.045000,0.014892,0.653906,15.899994
0.046000,0.015553,0.667845,15.914676
0.047000,0.016228,0.681753,15.929133
0.048000,0.016917,0.695630,15.943364
0.049000,0.017620,0.709477,15.957370
0.050000,0.018336,0.723292,15.971151
0.051000,0.019066,0.737076,15.984707
0.052000,0.019811,0.750829,15.998037
0.053000,0.020568,0.764549,16.011143
0.054000,0.021340,0.778236,16.024024
0.055000,0.022125,0.791892,16.036681
0.056000,0.022924,0.805514,16.049113
0.057000,0.023736,0.819103,16.061321
0.058000,0.024562,0.832659,16.073305
0.059000,0.025402,0.846181,16.085065
0.060000,0.026255,0.859669,16.096602
0.061000,0.027121,0.873123,16.107914
0.062000,0.028001,0.886542,16.119004
0.063000,0.028895,0.899927,16.129870
0.064000,0.029801,0.913277,16.140513
0.065000,0.030721,0.926592,16.150933
0.066000,0.031655,0.939871,16.161131
0.067000,0.032601,0.953114,16.171106
0.068000,0.033561,0.966321,16.180859
0.069000,0.034534,0.979492,16.190390
0.070000,0.035520,0.992627,16.199699
0.071000,0.036520,1.005724,16.208787
0.072000,0.037532,1.018785,16.217653
0.073000,0.038557,1.031808,16.226299
0.074000,0.039596,1.044794,16.234723
0.075000,0.040647,1.057742,16.242927
0.076000,0.041712,1.070652,16.250910
0.077000,0.042789,1.083524,16.258673
0.078000,0.043879,1.096357,16.266217
0.079000,0.044982,1.109152,16.273540
0.080000,0.046097,1.121907,16.280645
0.081000,0.047226,1.134623,16.287530
0.082000,0.048367,1.147300,16.294197
0.083000,0.049521,1.159937,16.300644
0.084000,0.050687,1.172534,16.306874
0.085000,0.051866,1.185091,16.312886
0.086000,0.053058,1.197608,16.318680
0.087000,0.054262,1.210084,16.324257
0.088000,0.055478,1.222519,16.329616
0.089000,0.056707,1.234913,16.334759
0.090000,0.057948,1.247266,16.339685
0.091000,0.059202,1.259577,16.344396
0.092000,0.060468,1.271846,16.348890
0.093000,0.061746,1.284073,16.353169
0.094000,0.063036,1.296258,16.357232
0.095000,0.064339,1.308401,16.361081
0.096000,0.065653,1.320501,16.364715
0.097000,0.066980,1.332558,16.368135
0.098000,0.068319,1.344572,16.371342
0.099000,0.069669,1.356543,16.374334
0.100000,0.071032,1.368470,16.377114
0.101000,0.072407,1.380353,16.379681
0.102000,0.073793,1.392193,16.382035
0.103000,0.075191,1.403988,16.384178
0.104000,0.076601,1.415739,16.386108
0.105000,0.078023,1.427445,16.387828
0.106000,0.079457,1.439107,16.389336
0.107000,0.080902,1.450724,16.390634
0.108000,0.082358,1.462295,16.391722
0.109000,0.083827,1.473821,16.392599
0.110000,0.085306,1.485302,16.393268
0.111000,0.086798,1.496736,16.393728
0.112000,0.088300,1.508125,16.393979
0.113000,0.089814,1.519468,16.394021
0.114000,0.091340,1.530764,16.393856
0.115000,0.092876,1.542013,16.393484
0.116000,0.094424,1.553216,16.392905
0.117000,0.095983,1.564372,16.392119
0.118000,0.097553,1.575481,16.391127
0.119000,0.099134,1.586542,16.389930
0.120000,0.100727,1.597556,16.388527
0.121000,0.102330,1.608523,16.386920
0.122000,0.103944,1.619441,16.385108
0.123000,0.105569,1.630311,16.383092
0.124000,0.107205,1.641133,16.380873
0.125000,0.108852,1.651907,16.378451
0.126000,0.110509,1.662632,16.375827
0.127000,0.112177,1.673308,16.373000
0.128000,0.113856,1.683936,16.369972
0.129000,0.115546,1.694514,16.366742
0.130000,0.117246,1.705043,16.363312
0.131000,0.118956,1.715523,16.359682
0.132000,0.120677,1.725952,16.355852
0.133000,0.122408,1.736333,16.351823
0.134000,0.124150,1.746663,16.347596
0.135000,0.125902,1.756943,16.343170
0.136000,0.127664,1.767173,16.338546
0.137000,0.129437,1.777352,16.333725
0.138000,0.131220,1.787481,16.328707
0.139000,0.133012,1.797558,16.323493
0.140000,0.134815,1.807585,16.318084
0.141000,0.136628,1.817561,16.312479
0.142000,0.138451,1.827486,16.306680
0.143000,0.140283,1.837359,16.300686
0.144000,0.142126,1.847181,16.294499
0.145000,0.143978,1.856951,16.288119
0.146000,0.145840,1.866670,16.281546
0.147000,0.147712,1.876336,16.274781
0.148000,0.149593,1.885950,16.267825
0.149000,0.151484,1.895512,16.260678
0.150000,0.153385,1.905022,16.253340
0.151000,0.155295,1.914478,16.245813
0.152000,0.157214,1.923883,16.238096
0.153000,0.159143,1.933234,16.230190
0.154000,0.161081,1.942533,16.222097
0.155000,0.163029,1.951778,16.213815
0.156000,0.164985,1.960970,16.205347
0.157000,0.166951,1.970109,16.196692
0.158000,0.168926,1.979194,16.187852
0.159000,0.170910,1.988226,16.178826
0.160000,0.172903,1.997204,16.169615
0.161000,0.174905,2.006128,16.160220
0.162000,0.176916,2.014998,16.150641
0.163000,0.178935,2.023814,16.140880
0.164000,0.180964,2.032575,16.130936
0.165000,0.183001,2.041282,16.120810
0.166000,0.185047,2.049935,16.110504
0.167000,0.187101,2.058533,16.100016
0.168000,0.189164,2.067077,16.089349
0.169000,0.191236,2.075565,16.078502
0.170000,0.193316,2.083999,16.067476
0.171000,0.195404,2.092378,16.056273
0.172000,0.197501,2.100701,16.044891
0.173000,0.199606,2.108969,16.033333
0.174000,0.201720,2.117182,16.021599
0.175000,0.203841,2.125339,16.009689
0.176000,0.205971,2.133441,15.997603
0.177000,0.208109,2.141487,15.985344
0.178000,0.210254,2.149477,15.972911
0.179000,0.212408,2.157411,15.960304
0.180000,0.214570,2.165289,15.947525
0.181000,0.216739,2.173111,15.934574
0.182000,0.218916,2.180877,15.921452
0.183000,0.221101,2.188587,15.908160
0.184000,0.223294,2.196240,15.894697
0.185000,0.225494,2.203837,15.881066
0.186000,0.227702,2.211377,15.867266
0.187000,0.229918,2.218861,15.853297
0.188000,0.232141,2.226288,15.839162
0.189000,0.234371,2.233658,15.824860
0.190000,0.236608,2.240971,15.810392
0.191000,0.238853,2.248227,15.795759
0.192000,0.241105,2.255426,15.780961
0.193000,0.243365,2.262568,15.766000
0.194000,0.245631,2.269653,15.750875
0.195000,0.247905,2.276680,15.735587
0.196000,0.250185,2.283650,15.720138
0.197000,0.252472,2.290563,15.704528
0.198000,0.254767,2.297418,15.688757
0.199000,0.257068,2.304215,15.672826
0.200000,0.259376,2.310955,15.656737
0.201000,0.261690,2.317637,15.640489
0.202000,0.264012,2.324262,15.624083
0.203000,0.266339,2.330828,15.607520
0.204000,0.268674,2.337337,15.590801
0.205000,0.271015,2.343787,15.573926
0.206000,0.273362,2.350180,15.556897
0.207000,0.275716,2.356514,15.539713
0.208000,0.278076,2.362790,15.522376
0.209000,0.280442,2.369008,15.504886
0.210000,0.282814,2.375168,15.487244
0.211000,0.285193,2.381270,15.469451
0.212000,0.287577,2.387313,15.451508
0.213000,0.289968,2.393297,15.433414
0.214000,0.292364,2.399223,15.415171
0.215000,0.294767,2.405091,15.396780
0.216000,0.297175,2.410900,15.378242
0.217000,0.299589,2.416651,15.359556
0.218000,0.302009,2.422342,15.340725
0.219000,0.304435,2.427975,15.321747
0.220000,0.306866,2.433550,15.302625
0.221000,0.309302,2.439065,15.283360
0.222000,0.311744,2.444522,15.263951
0.223000,0.314192,2.449920,15.244399
0.224000,0.316645,2.455259,15.224706
0.225000,0.319103,2.460539,15.204872
0.226000,0.321566,2.465761,15.184897
0.227000,0.324035,2.470923,15.164783
0.228000,0.326509,2.476026,15.144531
0.229000,0.328988,2.481070,15.124140
0.230000,0.331472,2.486055,15.103613
0.231000,0.333960,2.490981,15.082948
0.232000,0.336454,2.495848,15.062149
0.233000,0.338953,2.500656,15.041214
0.234000,0.341456,2.505405,15.020145
0.235000,0.343964,2.510094,14.998943
0.236000,0.346477,2.514725,14.977608
0.237000,0.348994,2.519296,14.956142
0.238000,0.351516,2.523808,14.934544
0.239000,0.354042,2.528261,14.912816
0.240000,0.356573,2.532654,14.890959
0.241000,0.359108,2.536988,14.868973
0.242000,0.361648,2.541263,14.846859
0.243000,0.364191,2.545479,14.824617
0.244000,0.366739,2.549635,14.802250
0.245000,0.369291,2.553732,14.779757
0.246000,0.371847,2.557770,14.757139
0.247000,0.374408,2.561749,14.734397
0.248000,0.376972,2.565668,14.711532
0.249000,0.379539,2.569528,14.688544
0.250000,0.382111,2.573329,14.665435
0.251000,0.384687,2.577071,14.642205
0.252000,0.387266,2.580753,14.618855
0.253000,0.389849,2.584376,14.595385
0.254000,0.392435,2.587940,14.571798
0.255000,0.395025,2.591444,14.548092
0.256000,0.397619,2.594889,14.524270
0.257000,0.400216,2.598275,14.500332
0.258000,0.402816,2.601602,14.476278
0.259000,0.405420,2.604870,14.452110
0.260000,0.408026,2.608078,14.427829
0.261000,0.410636,2.611228,14.403434
0.262000,0.413250,2.614318,14.378928
0.263000,0.415866,2.617349,14.354310
0.264000,0.418485,2.620321,14.329582
0.265000,0.421107,2.623234,14.304745
0.266000,0.423732,2.626087,14.279798
0.267000,0.426360,2.628882,14.254744
0.268000,0.428990,2.631618,14.229583
0.269000,0.431624,2.634295,14.204315
0.270000,0.434260,2.636913,14.178942
0.271000,0.436898,2.639472,14.153464
0.272000,0.439539,2.641972,14.127882
0.273000,0.442183,2.644413,14.102197
0.274000,0.444829,2.646795,14.076410
0.275000,0.447477,2.649119,14.050522
0.276000,0.450128,2.651384,14.024533
0.277000,0.452780,2.653590,13.998444
0.278000,0.455435,2.655738,13.972257
0.279000,0.458093,2.657826,13.945971
0.280000,0.460752,2.659857,13.919588
0.281000,0.463413,2.661829,13.893108
0.282000,0.466076,2.663742,13.866533
0.283000,0.468741,2.665597,13.839863
0.284000,0.471408,2.667393,13.813100
0.285000,0.474076,2.669131,13.786243
0.286000,0.476747,2.670811,13.759293
0.287000,0.479419,2.672433,13.732253
0.288000,0.482092,2.673996,13.705121
0.289000,0.484767,2.675502,13.677900
0.290000,0.487444,2.676949,13.650590
0.291000,0.490122,2.678338,13.623192
0.292000,0.492801,2.679669,13.595707
0.293000,0.495482,2.680942,13.568135
0.294000,0.498164,2.682158,13.540477
0.295000,0.500847,2.683315,13.512735
0.296000,0.503531,2.684415,13.484909
0.297000,0.506216,2.685458,13.456999
0.298000,0.508903,2.686442,13.429008
0.299000,0.511590,2.687369,13.400935
0.300000,0.514278,2.688239,13.372781
0.301000,0.516967,2.689051,13.344548
0.302000,0.519657,2.689806,13.316235
0.303000,0.522347,2.690504,13.287845
0.304000,0.525038,2.691145,13.259377
0.305000,0.527730,2.691728,13.230833
0.306000,0.530423,2.692255,13.202214
0.307000,0.533115,2.692724,13.173520
0.308000,0.535809,2.693137,13.144752
0.309000,0.538502,2.693492,13.115911
0.310000,0.541196,2.693791,13.086997
0.311000,0.543891,2.694034,13.058013
0.312000,0.546585,2.694220,13.028958
0.313000,0.549280,2.694349,12.999833
0.314000,0.551974,2.694422,12.970639
0.315000,0.554669,2.694439,12.941378
0.316000,0.557364,2.694400,12.912049
0.317000,0.560059,2.694304,12.882655
0.318000,0.562753,2.694152,12.853194
0.319000,0.565448,2.693945,12.823669
0.320000,0.568142,2.693681,12.794081
0.321000,0.570836,2.693362,12.764429
0.322000,0.573529,2.692987,12.734716
0.323000,0.576222,2.692557,12.704941
0.324000,0.578915,2.692071,12.675106
0.325000,0.581607,2.691530,12.645211
0.326000,0.584299,2.690933,12.615258
0.327000,0.586990,2.690282,12.585247
0.328000,0.589680,2.689575,12.555179
0.329000,0.592369,2.688813,12.525054
0.330000,0.595058,2.687996,12.494875
0.331000,0.597746,2.687125,12.464641
0.332000,0.600433,2.686199,12.434353
0.333000,0.603119,2.685218,12.404013
0.334000,0.605804,2.684183,12.373620
0.335000,0.608488,2.683094,12.343177
0.336000,0.611171,2.681950,12.312683
0.337000,0.613853,2.680752,12.282140
0.338000,0.616533,2.679500,12.251548
0.339000,0.619212,2.678195,12.220909
0.340000,0.621890,2.676835,12.190223
0.341000,0.624567,2.675422,12.159490
0.342000,0.627242,2.673955,12.128713
0.343000,0.629915,2.672435,12.097891
0.344000,0.632587,2.670862,12.067025
0.345000,0.635258,2.669235,12.036117
0.346000,0.637926,2.667555,12.005167
0.347000,0.640593,2.665822,11.974176
0.348000,0.643259,2.664037,11.943145
0.349000,0.645922,2.662199,11.912074
0.350000,0.648584,2.660308,11.880965
0.351000,0.651243,2.658364,11.849818
0.352000,0.653901,2.656369,11.818635
0.353000,0.656557,2.654321,11.787415
0.354000,0.659210,2.652221,11.756161
0.355000,0.661862,2.650069,11.724872
0.356000,0.664511,2.647865,11.693549
0.357000,0.667158,2.645610,11.662194
0.358000,0.669803,2.643303,11.630807
0.359000,0.672445,2.640944,11.599389
0.360000,0.675085,2.638535,11.567940
0.361000,0.677723,2.636074,11.536463
0.362000,0.680358,2.633562,11.504956
0.363000,0.682991,2.630999,11.473423
0.364000,0.685621,2.628386,11.441862
0.365000,0.688248,2.625722,11.410275
0.366000,0.690873,2.623007,11.378663
0.367000,0.693495,2.620242,11.347027
0.368000,0.696114,2.617427,11.315367
0.369000,0.698730,2.614562,11.283684
0.370000,0.701344,2.611647,11.251979
0.371000,0.703954,2.608682,11.220254
0.372000,0.706562,2.605668,11.188507
0.373000,0.709166,2.602604,11.156742
0.374000,0.711768,2.599490,11.124958
0.375000,0.714366,2.596328,11.093156
0.376000,0.716961,2.593117,11.061337
0.377000,0.719553,2.589857,11.029501
0.378000,0.722141,2.586548,10.997651
0.379000,0.724726,2.583190,10.965785
0.380000,0.727308,2.579784,10.933906
0.381000,0.729887,2.576330,10.902014
0.382000,0.732462,2.572828,10.870110
0.383000,0.735033,2.569277,10.838195
0.384000,0.737601,2.565679,10.806269
0.385000,0.740165,2.562034,10.774333
0.386000,0.742725,2.558341,10.742388
0.387000,0.745282,2.554600,10.710435
0.388000,0.747835,2.550812,10.678475
0.389000,0.750385,2.546978,10.646508
0.390000,0.752930,2.543096,10.614536
0.391000,0.755471,2.539168,10.582559
0.392000,0.758009,2.535194,10.550577
0.393000,0.760542,2.531173,10.518593
0.394000,0.763072,2.527105,10.486605
0.395000,0.765597,2.522992,10.454616
0.396000,0.768118,2.518833,10.422626
0.397000,0.770635,2.514628,10.390636
0.398000,0.773148,2.510378,10.358646
0.399000,0.775657,2.506082,10.326658
0.400000,0.778161,2.501742,10.294672
0.401000,0.780661,2.497356,10.262689
0.402000,0.783156,2.492925,10.230710
0.403000,0.785647,2.488450,10.198736
0.404000,0.788134,2.483930,10.166766
0.405000,0.790616,2.479366,10.134803
0.406000,0.793093,2.474758,10.102847
0.407000,0.795566,2.470105,10.070898
0.408000,0.798034,2.465409,10.038958
0.409000,0.800497,2.460670,10.007027
0.410000,0.802956,2.455886,9.975106
0.411000,0.805410,2.451060,9.943196
0.412000,0.807859,2.446190,9.911297
0.413000,0.810303,2.441278,9.879410
0.414000,0.812742,2.436323,9.847537
0.415000,0.815176,2.431325,9.815677
0.416000,0.817605,2.426285,9.783833
0.417000,0.820029,2.421203,9.752003
0.418000,0.822448,2.416079,9.720189
0.419000,0.824862,2.410912,9.688393
0.420000,0.827270,2.405705,9.656614
0.421000,0.829674,2.400455,9.624853
0.422000,0.832072,2.395165,9.593111
0.423000,0.834465,2.389833,9.561389
0.424000,0.836852,2.384461,9.529688
0.425000,0.839234,2.379048,9.498009
0.426000,0.841611,2.373594,9.466351
0.427000,0.843982,2.368100,9.434716
0.428000,0.846348,2.362566,9.403105
0.429000,0.848708,2.356992,9.371518
0.430000,0.851062,2.351378,9.339956
0.431000,0.853411,2.345724,9.308420
0.432000,0.855754,2.340031,9.276910
0.433000,0.858092,2.334299,9.245428
0.434000,0.860423,2.328528,9.213974
0.435000,0.862749,2.322718,9.182548
0.436000,0.865069,2.316870,9.151152
0.437000,0.867384,2.310983,9.119786
0.438000,0.869692,2.305057,9.088451
0.439000,0.871994,2.299094,9.057148
0.440000,0.874291,2.293093,9.025877
0.441000,0.876581,2.287054,8.994639
0.442000,0.878865,2.280978,8.963435
0.443000,0.881144,2.274865,8.932265
0.444000,0.883416,2.268714,8.901130
0.445000,0.885682,2.262527,8.870031
0.446000,0.887941,2.256303,8.838969
0.447000,0.890195,2.250043,8.807945
0.448000,0.892442,2.243746,8.776958
0.449000,0.894683,2.237413,8.746010
0.450000,0.896917,2.231045,8.715101
0.451000,0.899145,2.224641,8.684232
0.452000,0.901367,2.218201,8.653404
0.453000,0.903582,2.211726,8.622618
0.454000,0.905791,2.205216,8.591874
0.455000,0.907993,2.198671,8.561173
0.456000,0.910189,2.192092,8.530515
0.457000,0.912378,2.185478,8.499901
0.458000,0.914561,2.178830,8.469332
0.459000,0.916736,2.172148,8.438809
0.460000,0.918905,2.165432,8.408333
0.461000,0.921068,2.158683,8.377903
0.462000,0.923223,2.151900,8.347520
0.463000,0.925372,2.145084,8.317186
0.464000,0.927514,2.138235,8.286901
0.465000,0.929649,2.131353,8.256666
0.466000,0.931777,2.124438,8.226480
0.467000,0.933898,2.117492,8.196346
0.468000,0.936013,2.110513,8.166263
0.469000,0.938120,2.103502,8.136233
0.470000,0.940220,2.096459,8.106255
0.471000,0.942313,2.089385,8.076331
0.472000,0.944399,2.082280,8.046461
0.473000,0.946478,2.075143,8.016646
0.474000,0.948550,2.067976,7.986887
0.475000,0.950615,2.060778,7.957183
0.476000,0.952672,2.053549,7.927536
0.477000,0.954722,2.046291,7.897947
0.478000,0.956765,2.039002,7.868416
0.479000,0.958801,2.031683,7.838943
0.480000,0.960829,2.024335,7.809530
0.481000,0.962850,2.016957,7.780176
0.482000,0.964864,2.009551,7.750883
0.483000,0.966870,2.002115,7.721651
0.484000,0.968868,1.994650,7.692481
0.485000,0.970860,1.987157,7.663374
0.486000,0.972843,1.979636,7.634329
0.487000,0.974819,1.972087,7.605348
0.488000,0.976788,1.964509,7.576431
0.489000,0.978749,1.956904,7.547579
0.490000,0.980702,1.949272,7.518792
0.491000,0.982648,1.941612,7.490072
0.492000,0.984586,1.933926,7.461418
0.493000,0.986516,1.926212,7.432831
0.494000,0.988439,1.918472,7.404312
0.495000,0.990354,1.910706,7.375862
0.496000,0.992261,1.902913,7.347480
0.497000,0.994160,1.895095,7.319168
0.498000,0.996051,1.887251,7.290927
0.499000,0.997935,1.879381,7.262756
0.500000,0.999811,1.871486,7.234656
0.501000,1.001678,1.863566,7.206628
0.502000,1.003538,1.855621,7.178673
0.503000,1.005390,1.847652,7.150790
0.504000,1.007234,1.839658,7.122982
0.505000,1.009070,1.831640,7.095247
0.506000,1.010898,1.823598,7.067587
0.507000,1.012717,1.815532,7.040003
0.508000,1.014529,1.807443,7.012494
0.509000,1.016333,1.799331,6.985062
0.510000,1.018128,1.791195,6.957706
0.511000,1.019916,1.783037,6.930428
0.512000,1.021695,1.774856,6.903229
0.513000,1.023466,1.766653,6.876107
0.514000,1.025228,1.758427,6.849065
0.515000,1.026983,1.750180,6.822103
0.516000,1.028729,1.741911,6.795220
0.517000,1.030467,1.733620,6.768419
0.518000,1.032197,1.725308,6.741698
0.519000,1.033918,1.716975,6.715060
0.520000,1.035631,1.708621,6.688503
0.521000,1.037336,1.700247,6.662030
0.522000,1.039032,1.691852,6.635640
0.523000,1.040720,1.683437,6.609333
0.524000,1.042399,1.675002,6.583111
0.525000,1.044070,1.666547,6.556974
0.526000,1.045733,1.658073,6.530922
0.527000,1.047387,1.649580,6.504957
0.528000,1.049033,1.641067,6.479077
0.529000,1.050670,1.632536,6.453284
0.530000,1.052298,1.623986,6.427579
0.531000,1.053918,1.615418,6.401962
0.532000,1.055529,1.606831,6.376433
0.533000,1.057132,1.598227,6.350992
0.534000,1.058726,1.589605,6.325641
0.535000,1.060312,1.580965,6.300380
0.536000,1.061888,1.572308,6.275209
0.537000,1.063457,1.563634,6.250129
0.538000,1.065016,1.554944,6.225140
0.539000,1.066567,1.546237,6.200242
0.540000,1.068109,1.537513,6.175437
0.541000,1.069642,1.528773,6.150725
0.542000,1.071167,1.520018,6.126105
0.543000,1.072683,1.511246,6.101579
0.544000,1.074190,1.502459,6.077147
0.545000,1.075688,1.493657,6.052809
0.546000,1.077177,1.484840,6.028566
0.547000,1.078658,1.476008,6.004419
0.548000,1.080130,1.467162,5.980367
0.549000,1.081593,1.458301,5.956411
0.550000,1.083047,1.449426,5.932552
0.551000,1.084492,1.440538,5.908790
0.552000,1.085928,1.431635,5.885126
0.553000,1.087356,1.422719,5.861559
0.554000,1.088774,1.413790,5.838091
0.555000,1.090183,1.404848,5.814722
0.556000,1.091584,1.395893,5.791451
0.557000,1.092976,1.386926,5.768281
0.558000,1.094358,1.377946,5.745210
0.559000,1.095732,1.368954,5.722239
0.560000,1.097096,1.359950,5.699370
0.561000,1.098452,1.350935,5.676601
0.562000,1.099799,1.341908,5.653935
0.563000,1.101136,1.332870,5.631370
0.564000,1.102465,1.323821,5.608907
0.565000,1.103784,1.314761,5.586548
0.566000,1.105095,1.305691,5.564291
0.567000,1.106396,1.296610,5.542138
0.568000,1.107688,1.287520,5.520089
0.569000,1.108971,1.278419,5.498145
0.570000,1.110245,1.269309,5.476305
0.571000,1.111510,1.260189,5.454570
0.572000,1.112766,1.251060,5.432940
0.573000,1.114013,1.241922,5.411416
0.574000,1.115250,1.232776,5.389998
0.575000,1.116479,1.223620,5.368687
0.576000,1.117698,1.214457,5.347483
0.577000,1.118908,1.205285,5.326386
0.578000,1.120109,1.196106,5.305396
0.579000,1.121300,1.186919,5.284515
0.580000,1.122483,1.177724,5.263741
0.581000,1.123656,1.168522,5.243076
0.582000,1.124820,1.159313,5.222520
0.583000,1.125975,1.150098,5.202074
0.584000,1.127121,1.140876,5.181736
0.585000,1.128257,1.131647,5.161509
0.586000,1.129384,1.122413,5.141392
0.587000,1.130502,1.113172,5.121386
0.588000,1.131611,1.103926,5.101490
0.589000,1.132710,1.094675,5.081706
0.590000,1.133800,1.085418,5.062033
0.591000,1.134881,1.076156,5.042472
0.592000,1.135953,1.066889,5.023023
0.593000,1.137015,1.057618,5.003686
0.594000,1.138068,1.048342,4.984462
0.595000,1.139112,1.039063,4.965351
0.596000,1.140147,1.029779,4.946354
0.597000,1.141172,1.020491,4.927470
0.598000,1.142188,1.011201,4.908699
0.599000,1.143195,1.001906,4.890043
0.600000,1.144192,0.992609,4.871502
0.601000,1.145180,0.983309,4.853075
0.602000,1.146159,0.974006,4.834763
0.603000,1.147128,0.964701,4.816566
0.604000,1.148089,0.955394,4.798485
0.605000,1.149039,0.946084,4.780520
0.606000,1.149981,0.936773,4.762671
0.607000,1.150913,0.927460,4.744938
0.608000,1.151836,0.918146,4.727321
0.609000,1.152750,0.908831,4.709822
0.610000,1.153654,0.899515,4.692439
0.611000,1.154549,0.890198,4.675174
0.612000,1.155435,0.880881,4.658026
0.613000,1.156311,0.871563,4.640996
0.614000,1.157178,0.862245,4.624084
0.615000,1.158036,0.852928,4.607290
0.616000,1.158884,0.843610,4.590615
0.617000,1.159723,0.834294,4.574059
0.618000,1.160553,0.824978,4.557621
0.619000,1.161373,0.815663,4.541303
0.620000,1.162184,0.806349,4.525104
0.621000,1.162986,0.797037,4.509024
0.622000,1.163779,0.787726,4.493064
0.623000,1.164562,0.778417,4.477225
0.624000,1.165336,0.769110,4.461505
0.625000,1.166100,0.759805,4.445906
0.626000,1.166856,0.750503,4.430427
0.627000,1.167601,0.741204,4.415070
0.628000,1.168338,0.731907,4.399833
0.629000,1.169065,0.722613,4.384717
0.630000,1.169784,0.713323,4.369723
0.631000,1.170492,0.704036,4.354850
0.632000,1.171192,0.694752,4.340099
0.633000,1.171882,0.685473,4.325470
0.634000,1.172563,0.676197,4.310963
0.635000,1.173235,0.666926,4.296578
0.636000,1.173897,0.657660,4.282316
0.637000,1.174550,0.648398,4.268176
0.638000,1.175194,0.639141,4.254158
0.639000,1.175828,0.629889,4.240264
0.640000,1.176454,0.620642,4.226493
0.641000,1.177070,0.611401,4.212845
0.642000,1.177677,0.602165,4.199320
0.643000,1.178274,0.592936,4.185918
0.644000,1.178863,0.583712,4.172641
0.645000,1.179442,0.574495,4.159487
0.646000,1.180012,0.565284,4.146457
0.647000,1.180573,0.556080,4.133550
0.648000,1.181124,0.546883,4.120768
0.649000,1.181667,0.537693,4.108111
0.650000,1.182200,0.528510,4.095577
0.651000,1.182724,0.519335,4.083169
0.652000,1.183239,0.510167,4.070884
0.653000,1.183744,0.501007,4.058725
0.654000,1.184241,0.491856,4.046690
0.655000,1.184728,0.482712,4.034780
0.656000,1.185206,0.473577,4.022996
0.657000,1.185675,0.464451,4.011336
0.658000,1.186135,0.455333,3.999802
0.659000,1.186586,0.446225,3.988393
0.660000,1.187028,0.437125,3.977110
0.661000,1.187460,0.428035,3.965952
0.662000,1.187884,0.418955,3.954919
0.663000,1.188298,0.409885,3.944012
0.664000,1.188704,0.400824,3.933231
0.665000,1.189100,0.391774,3.922576
0.666000,1.189488,0.382734,3.912047
0.667000,1.189866,0.373704,3.901644
0.668000,1.190235,0.364685,3.891367
0.669000,1.190595,0.355677,3.881216
0.670000,1.190946,0.346681,3.871191
0.671000,1.191289,0.337695,3.861292
0.672000,1.191622,0.328721,3.851520
0.673000,1.191946,0.319759,3.841873
0.674000,1.192262,0.310808,3.832354
0.675000,1.192568,0.301870,3.822960
0.676000,1.192865,0.292943,3.813694
0.677000,1.193154,0.284029,3.804553
0.678000,1.193434,0.275128,3.795539
0.679000,1.193704,0.266239,3.786652
0.680000,1.193966,0.257364,3.777892
0.681000,1.194219,0.248501,3.769257
0.682000,1.194463,0.239652,3.760750
0.683000,1.194698,0.230816,3.752369
0.684000,1.194925,0.221994,3.744115
0.685000,1.195142,0.213186,3.735988
0.686000,1.195351,0.204391,3.727987
0.687000,1.195551,0.195611,3.720113
0.688000,1.195743,0.186845,3.712366
0.689000,1.195925,0.178094,3.704746
0.690000,1.196099,0.169357,3.697252
0.691000,1.196264,0.160635,3.689885
0.692000,1.196420,0.151929,3.682645
0.693000,1.196568,0.143237,3.675531
0.694000,1.196707,0.134561,3.668544
0.695000,1.196837,0.125901,3.661684
0.696000,1.196958,0.117256,3.654950
0.697000,1.197071,0.108627,3.648343
